,Source,Target
131,231462368,843833752031842304
132,231462368,1079115100475346944
133,231462368,434242656
134,1317893078733230081,3303808239
135,1317893078733230081,70671167
136,1317893078733230081,3140542486
137,1317893078733230081,890119581699895297
138,1317893078733230081,300352854
139,1317893078733230081,843833752031842304
140,1317893078733230081,3387639832
141,28630792,2241923094
142,28630792,412379517
143,28630792,142836575
144,28630792,3974828422
145,28630792,593656863
146,28630792,268206865
147,28630792,2288514211
148,28630792,221959178
149,28630792,1374071934
150,28630792,564808388
151,28630792,3306371220
152,28630792,396239782
153,28630792,3846311843
154,28630792,3294922063
155,40246348,26850858
156,40246348,2262723403
157,40246348,945704974721396736
158,40246348,3291565391
159,40246348,1032414958083104769
160,40246348,532672177
161,605303677,378922278
162,605303677,355697024
163,605303677,39563493
164,605303677,2770302585
165,605303677,3303808239
166,605303677,26850858
167,605303677,383987144
168,605303677,2190546520
169,605303677,1078079945266655232
170,605303677,532672177
171,605303677,3140542486
172,605303677,341924717
173,605303677,241993071
174,605303677,1157581115944833024
175,605303677,890119581699895297
176,1273605218459058176,1272727383687086080
177,1273605218459058176,39563493
178,1273605218459058176,147336693
179,1273605218459058176,1206193398098595840
180,1273605218459058176,843833752031842304
181,1273605218459058176,1197410231904399360
182,1273605218459058176,1229064398813179906
183,1273605218459058176,961170493435994112
184,1273605218459058176,2608623831
185,1273605218459058176,1022199069698129921
186,1273605218459058176,387108275
187,1273605218459058176,23440901
188,1273605218459058176,2726647329
189,1273605218459058176,2331188347
190,1273605218459058176,1057225221344759808
191,1273605218459058176,968849078519042048
192,1273605218459058176,559776930
193,1273605218459058176,1244735902989066248
194,1273605218459058176,973464194
195,1229064398813179906,260989998
196,1229064398813179906,978600467868524545
197,1229064398813179906,23440901
198,1229064398813179906,1197410231904399360
199,1229064398813179906,341924717
200,1229064398813179906,1273605218459058176
201,1229064398813179906,1322175020
202,1229064398813179906,2726647329
203,1229064398813179906,143852165
204,1229064398813179906,1363707343
205,1229064398813179906,147336693
206,1229064398813179906,973464194
207,1229064398813179906,141521373
208,141521373,214722676
209,141521373,1054305535
210,141521373,978600467868524545
211,141521373,1272727383687086080
212,141521373,784107951384584193
213,141521373,41207810
214,141521373,355697024
215,141521373,388302135
216,141521373,1015411202325958658
217,141521373,339665557
218,141521373,922710929552396288
219,141521373,1281608074785099783
220,141521373,843833752031842304
221,141521373,2456716446
222,141521373,112682687
223,141521373,1173967272941170689
224,141521373,309565863
225,141521373,1145468172
226,141521373,1274626071288307712
227,141521373,237912269
228,141521373,307497667
229,141521373,1197410231904399360
230,141521373,872533217638838272
231,141521373,94793213
232,141521373,1683015014
233,141521373,1229064398813179906
234,141521373,331427405
235,141521373,775393287343599616
236,141521373,1066322350252204032
237,141521373,1022199069698129921
238,141521373,3303808239
239,141521373,708239676247777281
240,141521373,26850858
241,141521373,23440901
242,141521373,341542693
243,141521373,2331188347
244,141521373,44952306
245,141521373,1079115100475346944
246,141521373,901164269831639041
247,141521373,1330189101035888642
248,141521373,1281262760622505986
249,141521373,1083376265112027136
250,141521373,1026574045813329921
251,141521373,1009020441124659202
252,141521373,3140542486
253,141521373,1208127664520867841
254,141521373,1216788191308591104
255,141521373,341924717
256,141521373,559776930
257,141521373,241993071
258,141521373,1322175020
259,141521373,2262723403
260,141521373,2765472143
261,141521373,81965590
262,141521373,1285707731337449473
263,141521373,1220633293319618560
264,141521373,1223666855337955328
265,141521373,3043936567
266,141521373,1244735902989066248
267,141521373,973464194
268,141521373,434242656
269,147336693,978600467868524545
270,147336693,355697024
271,147336693,843833752031842304
272,147336693,2770302585
273,147336693,1205186326485594112
274,147336693,1197410231904399360
275,147336693,1154254770
276,147336693,1229064398813179906
277,147336693,387108275
278,147336693,1119699971689918464
279,147336693,3303808239
280,147336693,26850858
281,147336693,1295314640197636096
282,147336693,2726647329
283,147336693,341542693
284,147336693,2331188347
285,147336693,383987144
286,147336693,2190546520
287,147336693,1057225221344759808
288,147336693,1079115100475346944
289,147336693,175819052
290,147336693,468615427
291,147336693,30444324
292,147336693,241993071
293,147336693,2262723403
294,147336693,1273605218459058176
295,147336693,890119581699895297
296,147336693,1223666855337955328
297,147336693,1253111369207029760
298,147336693,1244735902989066248
299,147336693,973464194
300,147336693,434242656
301,387108275,1024031046
302,387108275,978600467868524545
303,387108275,175819052
304,387108275,1197410231904399360
305,387108275,559776930
306,387108275,241993071
307,387108275,1273605218459058176
308,387108275,147336693
309,1197410231904399360,3121397785
310,1197410231904399360,978600467868524545
311,1197410231904399360,1272727383687086080
312,1197410231904399360,355697024
313,1197410231904399360,388302135
314,1197410231904399360,1015411202325958658
315,1197410231904399360,39563493
316,1197410231904399360,893410414322634752
317,1197410231904399360,147336693
318,1197410231904399360,114486577
319,1197410231904399360,1206193398098595840
320,1197410231904399360,843833752031842304
321,1197410231904399360,1167147633254850560
322,1197410231904399360,1024031046
323,1197410231904399360,1376368836
324,1197410231904399360,237912269
325,1197410231904399360,1205186326485594112
326,1197410231904399360,1057851693516382208
327,1197410231904399360,1229064398813179906
328,1197410231904399360,2608623831
329,1197410231904399360,564477376
330,1197410231904399360,1022199069698129921
331,1197410231904399360,387108275
332,1197410231904399360,3303808239
333,1197410231904399360,708239676247777281
334,1197410231904399360,26850858
335,1197410231904399360,102103153
336,1197410231904399360,23440901
337,1197410231904399360,1280573917640310784
338,1197410231904399360,3049681604
339,1197410231904399360,2726647329
340,1197410231904399360,2331188347
341,1197410231904399360,383987144
342,1197410231904399360,19580296
343,1197410231904399360,532672177
344,1197410231904399360,1079115100475346944
345,1197410231904399360,141521373
346,1197410231904399360,70671167
347,1197410231904399360,260989998
348,1197410231904399360,175819052
349,1197410231904399360,3140542486
350,1197410231904399360,468615427
351,1197410231904399360,30444324
352,1197410231904399360,1322175020
353,1197410231904399360,241993071
354,1197410231904399360,559776930
355,1197410231904399360,1260730901849227264
356,1197410231904399360,1273605218459058176
357,1197410231904399360,1220633293319618560
358,1197410231904399360,890119581699895297
359,1197410231904399360,1253111369207029760
360,1197410231904399360,1244735902989066248
361,1197410231904399360,434242656
362,260989998,1197410231904399360
363,260989998,1229064398813179906
364,260989998,973464194
365,1200110280119914498,196562201
366,1200110280119914498,175819052
367,1200110280119914498,3140542486
368,1200110280119914498,1322175020
369,1200110280119914498,843833752031842304
370,1307745721261711361,1398013915
371,1307745721261711361,1257792490444189696
372,1307745721261711361,783727182900264966
373,1307745721261711361,1166044188259098626
374,1307745721261711361,1255402960923889666
375,1307745721261711361,1279861356750127106
376,1307745721261711361,1260612919387140098
377,1307745721261711361,1284611860281647107
378,1307745721261711361,2370943447
379,54922246,142836575
380,54922246,593656863
381,54922246,268206865
382,775393287343599616,978600467868524545
383,775393287343599616,1272727383687086080
384,775393287343599616,783727182900264966
385,775393287343599616,1015411202325958658
386,775393287343599616,1206193398098595840
387,775393287343599616,843833752031842304
388,775393287343599616,112682687
389,775393287343599616,1019606126978064389
390,775393287343599616,1256346433680297986
391,775393287343599616,1284611860281647107
392,775393287343599616,564477376
393,775393287343599616,1086701077238558720
394,775393287343599616,3303808239
395,775393287343599616,1223594298291167232
396,775393287343599616,1291515763006808075
397,775393287343599616,2726647329
398,775393287343599616,383987144
399,775393287343599616,2190546520
400,775393287343599616,1057225221344759808
401,775393287343599616,141521373
402,775393287343599616,901164269831639041
403,775393287343599616,3140542486
404,775393287343599616,30444324
405,775393287343599616,1322175020
406,775393287343599616,2262723403
407,775393287343599616,1157581115944833024
408,775393287343599616,890119581699895297
409,775393287343599616,1223666855337955328
410,775393287343599616,1244735902989066248
411,30444324,182306803
412,30444324,1272727383687086080
413,30444324,1221878357991854080
414,30444324,339665557
415,30444324,893410414322634752
416,30444324,1167147633254850560
417,30444324,1024031046
418,30444324,1256346433680297986
419,30444324,775393287343599616
420,30444324,1022199069698129921
421,30444324,196562201
422,30444324,231462368
423,30444324,3049681604
424,30444324,2331188347
425,30444324,1078079945266655232
426,30444324,532672177
427,30444324,1284909346711838720
428,30444324,2455767946
429,30444324,1026574045813329921
430,30444324,1223666855337955328
431,30444324,3121397785
432,30444324,1054305535
433,30444324,978600467868524545
434,30444324,1254165312699797504
435,30444324,945704974721396736
436,30444324,1206193398098595840
437,30444324,112682687
438,30444324,1376368836
439,30444324,1284611860281647107
440,30444324,1066322350252204032
441,30444324,3303808239
442,30444324,26850858
443,30444324,956556267807477761
444,30444324,241993071
445,30444324,2262723403
446,30444324,2765472143
447,30444324,890119581699895297
448,30444324,1244735902989066248
449,30444324,1125820552474714114
450,30444324,147336693
451,30444324,1173967272941170689
452,30444324,2770302585
453,30444324,1274626071288307712
454,30444324,552511754
455,30444324,331427405
456,30444324,708239676247777281
457,30444324,1218921307825491969
458,30444324,23440901
459,30444324,901164269831639041
460,30444324,175819052
461,30444324,3140542486
462,30444324,1260730901849227264
463,30444324,1157581115944833024
464,30444324,1220633293319618560
465,30444324,3152724960
466,30444324,138036095
467,30444324,214722676
468,30444324,784107951384584193
469,30444324,355697024
470,30444324,388302135
471,30444324,843833752031842304
472,30444324,2456716446
473,30444324,237912269
474,30444324,66116296
475,30444324,1197410231904399360
476,30444324,1154254770
477,30444324,917309099754381313
478,30444324,2608623831
479,30444324,734083358339268608
480,30444324,2800452582
481,30444324,2726647329
482,30444324,341542693
483,30444324,2401670049
484,30444324,383987144
485,30444324,987077153186512896
486,30444324,2190546520
487,30444324,1079115100475346944
488,30444324,1208127664520867841
489,30444324,559776930
490,30444324,1322175020
491,30444324,3043936567
492,30444324,1253111369207029760
493,30444324,434242656
494,182872734,1206193398098595840
495,182872734,564477376
496,182872734,1272727383687086080
497,182872734,1205186326485594112
498,182872734,1015411202325958658
499,182872734,1244735902989066248
500,182872734,44952306
501,182872734,1078079945266655232
502,182872734,843833752031842304
503,26850858,182306803
504,26850858,1272727383687086080
505,26850858,1221878357991854080
506,26850858,1015411202325958658
507,26850858,39563493
508,26850858,893410414322634752
509,26850858,1167147633254850560
510,26850858,1024031046
511,26850858,777736130
512,26850858,1057851693516382208
513,26850858,564477376
514,26850858,1022199069698129921
515,26850858,297216212
516,26850858,1295314640197636096
517,26850858,1078079945266655232
518,26850858,532672177
519,26850858,1284909346711838720
520,26850858,1281262760622505986
521,26850858,1252177057129402370
522,26850858,1682346564
523,26850858,2455767946
524,26850858,1083376265112027136
525,26850858,605303677
526,26850858,30444324
527,26850858,1075469746395668480
528,26850858,889972136454103045
529,26850858,1223666855337955328
530,26850858,29757834
531,26850858,378922278
532,26850858,3121397785
533,26850858,978600467868524545
534,26850858,491617083
535,26850858,945704974721396736
536,26850858,1206193398098595840
537,26850858,239837477
538,26850858,112682687
539,26850858,1376368836
540,26850858,771259155919228928
541,26850858,1279861356750127106
542,26850858,1066322350252204032
543,26850858,3303808239
544,26850858,956556267807477761
545,26850858,567301546
546,26850858,2596734018
547,26850858,19580296
548,26850858,141521373
549,26850858,960182660239945728
550,26850858,1009020441124659202
551,26850858,468615427
552,26850858,241993071
553,26850858,2432788072
554,26850858,2262723403
555,26850858,890119581699895297
556,26850858,1244735902989066248
557,26850858,45110126
558,26850858,1256395873631813632
559,26850858,783727182900264966
560,26850858,302054210
561,26850858,1125820552474714114
562,26850858,147336693
563,26850858,1173967272941170689
564,26850858,2770302585
565,26850858,1274626071288307712
566,26850858,552511754
567,26850858,353879938
568,26850858,17836790
569,26850858,1218921307825491969
570,26850858,1280573917640310784
571,26850858,23440901
572,26850858,702477831100563456
573,26850858,814598197486243840
574,26850858,175819052
575,26850858,1262769620395712515
576,26850858,3140542486
577,26850858,64457067
578,26850858,1157581115944833024
579,26850858,1220633293319618560
580,26850858,973464194
581,26850858,138036095
582,26850858,214722676
583,26850858,784107951384584193
584,26850858,355697024
585,26850858,388302135
586,26850858,1437462726
587,26850858,843833752031842304
588,26850858,2456716446
589,26850858,237912269
590,26850858,66116296
591,26850858,1197410231904399360
592,26850858,766024861756055553
593,26850858,1154254770
594,26850858,917309099754381313
595,26850858,2608623831
596,26850858,1086701077238558720
597,26850858,734083358339268608
598,26850858,2800452582
599,26850858,815921627171094528
600,26850858,2726647329
601,26850858,341542693
602,26850858,383987144
603,26850858,987077153186512896
604,26850858,40246348
605,26850858,44952306
606,26850858,2190546520
607,26850858,1079115100475346944
608,26850858,1208127664520867841
609,26850858,341924717
610,26850858,559776930
611,26850858,1322175020
612,26850858,1253111369207029760
613,26850858,434242656
614,388302135,182306803
615,388302135,3121397785
616,388302135,214722676
617,388302135,1054305535
618,388302135,978600467868524545
619,388302135,1272727383687086080
620,388302135,1221878357991854080
621,388302135,355697024
622,388302135,39563493
623,388302135,893410414322634752
624,388302135,1206193398098595840
625,388302135,843833752031842304
626,388302135,2456716446
627,388302135,112682687
628,388302135,1167147633254850560
629,388302135,1024031046
630,388302135,2770302585
631,388302135,237912269
632,388302135,777736130
633,388302135,1205186326485594112
634,388302135,1019606126978064389
635,388302135,1197410231904399360
636,388302135,1057851693516382208
637,388302135,552511754
638,388302135,1254481621740400646
639,388302135,1256346433680297986
640,388302135,917309099754381313
641,388302135,1279861356750127106
642,388302135,734083358339268608
643,388302135,159098673
644,388302135,231462368
645,388302135,3303808239
646,388302135,2800452582
647,388302135,200862813
648,388302135,26850858
649,388302135,1218921307825491969
650,388302135,297216212
651,388302135,23440901
652,388302135,1295314640197636096
653,388302135,708239676247777281
654,388302135,2596734018
655,388302135,2726647329
656,388302135,341542693
657,388302135,2401670049
658,388302135,1085712197655891969
659,388302135,1364034337
660,388302135,532672177
661,388302135,1079115100475346944
662,388302135,141521373
663,388302135,901164269831639041
664,388302135,1208127664520867841
665,388302135,3140542486
666,388302135,341924717
667,388302135,468615427
668,388302135,30444324
669,388302135,1322175020
670,388302135,559776930
671,388302135,2765472143
672,388302135,456571394
673,388302135,1220633293319618560
674,388302135,1223666855337955328
675,388302135,890119581699895297
676,388302135,1253111369207029760
677,388302135,1244735902989066248
678,388302135,29757834
679,388302135,3043936567
680,388302135,434242656
681,1256246557281857537,308422682
682,2370943447,783727182900264966
683,2370943447,41207810
684,2370943447,355697024
685,2370943447,927625563551887362
686,2370943447,1073893434837164032
687,2370943447,1125820552474714114
688,2370943447,1167147633254850560
689,2370943447,2456716446
690,2370943447,1206193398098595840
691,2370943447,37524068
692,2370943447,1307745721261711361
693,2370943447,1057851693516382208
694,2370943447,766024861756055553
695,2370943447,1271351424748642307
696,2370943447,1363707343
697,2370943447,2496811601
698,2370943447,1090470592254562305
699,2370943447,1125867400187056128
700,2370943447,1284611860281647107
701,2370943447,196562201
702,2370943447,23440901
703,2370943447,1291515763006808075
704,2370943447,1120020708661387267
705,2370943447,2726647329
706,2370943447,1057225221344759808
707,2370943447,1209821774281658368
708,2370943447,1284909346711838720
709,2370943447,1178693263483703296
710,2370943447,1274739528440348672
711,2370943447,1093540535967629313
712,2370943447,3140542486
713,2370943447,468615427
714,2370943447,1322175020
715,2370943447,1266636095707418625
716,2370943447,922849095823384576
717,2370943447,1223666855337955328
718,2370943447,890119581699895297
719,2370943447,1244735902989066248
720,2370943447,973464194
721,1137995313099264000,175819052
722,1137995313099264000,339665557
723,1137995313099264000,922710929552396288
724,1137995313099264000,331427405
725,2432788072,182306803
726,2432788072,1221878357991854080
727,2432788072,355697024
728,2432788072,893410414322634752
729,2432788072,1167147633254850560
730,2432788072,2770302585
731,2432788072,1376368836
732,2432788072,1057851693516382208
733,2432788072,1066322350252204032
734,2432788072,196562201
735,2432788072,908508788386353153
736,2432788072,26850858
737,2432788072,23440901
738,2432788072,814598197486243840
739,2432788072,19580296
740,2432788072,3387639832
741,2432788072,70671167
742,2432788072,960182660239945728
743,2432788072,1026574045813329921
744,2432788072,3140542486
745,2432788072,341924717
746,2432788072,241993071
747,2432788072,1322175020
748,2432788072,2262723403
749,2432788072,2765472143
750,2432788072,890119581699895297
751,2432788072,1223666855337955328
752,2432788072,3152724960
753,2432788072,973464194
754,2432788072,138036095
755,1192028500812795904,182306803
756,1192028500812795904,3140542486
757,1192028500812795904,1078079945266655232
758,19580296,214722676
759,19580296,1054305535
760,19580296,143852165
761,19580296,39563493
762,19580296,1167147633254850560
763,19580296,1376368836
764,19580296,1205186326485594112
765,19580296,1197410231904399360
766,19580296,1057851693516382208
767,19580296,26850858
768,19580296,1295314640197636096
769,19580296,383987144
770,19580296,2190546520
771,19580296,1078079945266655232
772,19580296,70671167
773,19580296,1009020441124659202
774,19580296,3140542486
775,19580296,341924717
776,19580296,2432788072
777,19580296,241993071
778,19580296,1322175020
779,19580296,890119581699895297
780,19580296,1244735902989066248
781,19580296,973464194
782,908508788386353153,1137148665070571521
783,908508788386353153,3303808239
784,908508788386353153,1265231411918843906
785,908508788386353153,2432788072
786,908508788386353153,890119581699895297
787,908508788386353153,39563493
788,908508788386353153,70671167
789,1057851693516382208,182306803
790,1057851693516382208,1054305535
791,1057851693516382208,1272727383687086080
792,1057851693516382208,1221878357991854080
793,1057851693516382208,388302135
794,1057851693516382208,112682687
795,1057851693516382208,931581418530070528
796,1057851693516382208,1376368836
797,1057851693516382208,1265231411918843906
798,1057851693516382208,1205186326485594112
799,1057851693516382208,1019606126978064389
800,1057851693516382208,1197410231904399360
801,1057851693516382208,771259155919228928
802,1057851693516382208,2514592495
803,1057851693516382208,538172635
804,1057851693516382208,331427405
805,1057851693516382208,1284611860281647107
806,1057851693516382208,1066322350252204032
807,1057851693516382208,734083358339268608
808,1057851693516382208,1119699971689918464
809,1057851693516382208,3303808239
810,1057851693516382208,708239676247777281
811,1057851693516382208,26850858
812,1057851693516382208,23440901
813,1057851693516382208,297216212
814,1057851693516382208,1295314640197636096
815,1057851693516382208,1273144957872848896
816,1057851693516382208,582206197
817,1057851693516382208,2596734018
818,1057851693516382208,1166044188259098626
819,1057851693516382208,2726647329
820,1057851693516382208,2331188347
821,1057851693516382208,383987144
822,1057851693516382208,814598197486243840
823,1057851693516382208,19580296
824,1057851693516382208,1085712197655891969
825,1057851693516382208,2370943447
826,1057851693516382208,1079115100475346944
827,1057851693516382208,70671167
828,1057851693516382208,810622307702030336
829,1057851693516382208,1398013915
830,1057851693516382208,901164269831639041
831,1057851693516382208,2455767946
832,1057851693516382208,1009020441124659202
833,1057851693516382208,1208127664520867841
834,1057851693516382208,3140542486
835,1057851693516382208,341924717
836,1057851693516382208,2432788072
837,1057851693516382208,1322175020
838,1057851693516382208,1075469746395668480
839,1057851693516382208,922849095823384576
840,1057851693516382208,890119581699895297
841,1057851693516382208,1253111369207029760
842,1057851693516382208,1244735902989066248
843,1057851693516382208,973464194
844,1057851693516382208,434242656
845,995593937761914881,1265231411918843906
846,995593937761914881,960182660239945728
847,995593937761914881,1295314640197636096
848,995593937761914881,70671167
849,960182660239945728,196562201
850,960182660239945728,995593937761914881
851,960182660239945728,978600467868524545
852,960182660239945728,26850858
853,960182660239945728,3140542486
854,960182660239945728,2432788072
855,960182660239945728,2262723403
856,960182660239945728,341542693
857,960182660239945728,331427405
858,960182660239945728,1244735902989066248
859,960182660239945728,1085712197655891969
860,960182660239945728,843833752031842304
861,960182660239945728,70671167
862,1026574045813329921,182306803
863,1026574045813329921,978600467868524545
864,1026574045813329921,1272727383687086080
865,1026574045813329921,355697024
866,1026574045813329921,39563493
867,1026574045813329921,922710929552396288
868,1026574045813329921,114486577
869,1026574045813329921,1272576460138651656
870,1026574045813329921,1206193398098595840
871,1026574045813329921,843833752031842304
872,1026574045813329921,1173967272941170689
873,1026574045813329921,1265231411918843906
874,1026574045813329921,552511754
875,1026574045813329921,564477376
876,1026574045813329921,3303808239
877,1026574045813329921,1280573917640310784
878,1026574045813329921,567301546
879,1026574045813329921,2726647329
880,1026574045813329921,383987144
881,1026574045813329921,987077153186512896
882,1026574045813329921,1078079945266655232
883,1026574045813329921,1079115100475346944
884,1026574045813329921,141521373
885,1026574045813329921,3140542486
886,1026574045813329921,341924717
887,1026574045813329921,1216788191308591104
888,1026574045813329921,468615427
889,1026574045813329921,30444324
890,1026574045813329921,1322175020
891,1026574045813329921,241993071
892,1026574045813329921,2432788072
893,1026574045813329921,2262723403
894,1026574045813329921,890119581699895297
895,1026574045813329921,1223666855337955328
896,1026574045813329921,1253111369207029760
897,1026574045813329921,1244735902989066248
898,1026574045813329921,1280169173667233792
899,70671167,182306803
900,70671167,39563493
901,70671167,339665557
902,70671167,843833752031842304
903,70671167,1024031046
904,70671167,1376368836
905,70671167,995593937761914881
906,70671167,1205186326485594112
907,70671167,1197410231904399360
908,70671167,1057851693516382208
909,70671167,734083358339268608
910,70671167,3303808239
911,70671167,708239676247777281
912,70671167,908508788386353153
913,70671167,23440901
914,70671167,1295314640197636096
915,70671167,2726647329
916,70671167,19580296
917,70671167,44952306
918,70671167,1078079945266655232
919,70671167,3387639832
920,70671167,960182660239945728
921,70671167,341924717
922,70671167,468615427
923,70671167,2432788072
924,70671167,2262723403
925,70671167,890119581699895297
926,70671167,1244735902989066248
927,70671167,378922278
928,2401670049,214722676
929,2401670049,1272727383687086080
930,2401670049,1033873599885717509
931,2401670049,388302135
932,2401670049,339665557
933,2401670049,1125820552474714114
934,2401670049,843833752031842304
935,2401670049,1024031046
936,2401670049,237912269
937,2401670049,1683015014
938,2401670049,331427405
939,2401670049,564477376
940,2401670049,3303808239
941,2401670049,23440901
942,2401670049,2596734018
943,2401670049,897477040697470976
944,2401670049,383987144
945,2401670049,1078079945266655232
946,2401670049,1079115100475346944
947,2401670049,175819052
948,2401670049,1262769620395712515
949,2401670049,341924717
950,2401670049,468615427
951,2401670049,30444324
952,2401670049,2262723403
953,3387639832,3303808239
954,3387639832,978600467868524545
955,3387639832,175819052
956,3387639832,23440901
957,3387639832,3140542486
958,3387639832,559776930
959,3387639832,2432788072
960,3387639832,1317893078733230081
961,3387639832,890119581699895297
962,3387639832,1223666855337955328
963,3387639832,843833752031842304
964,3387639832,1079115100475346944
965,3387639832,70671167
966,1295314640197636096,3121397785
967,1295314640197636096,214722676
968,1295314640197636096,1054305535
969,1295314640197636096,978600467868524545
970,1295314640197636096,1272727383687086080
971,1295314640197636096,1221878357991854080
972,1295314640197636096,388302135
973,1295314640197636096,39563493
974,1295314640197636096,893410414322634752
975,1295314640197636096,147336693
976,1295314640197636096,1206193398098595840
977,1295314640197636096,37524068
978,1295314640197636096,843833752031842304
979,1295314640197636096,112682687
980,1295314640197636096,995593937761914881
981,1295314640197636096,1057851693516382208
982,1295314640197636096,1254481621740400646
983,1295314640197636096,2608623831
984,1295314640197636096,1066322350252204032
985,1295314640197636096,734083358339268608
986,1295314640197636096,3303808239
987,1295314640197636096,26850858
988,1295314640197636096,341542693
989,1295314640197636096,383987144
990,1295314640197636096,19580296
991,1295314640197636096,2190546520
992,1295314640197636096,1078079945266655232
993,1295314640197636096,1057225221344759808
994,1295314640197636096,1079115100475346944
995,1295314640197636096,70671167
996,1295314640197636096,175819052
997,1295314640197636096,3140542486
998,1295314640197636096,1322175020
999,1295314640197636096,1075469746395668480
1000,1295314640197636096,890119581699895297
1001,1295314640197636096,1223666855337955328
1002,1295314640197636096,1244735902989066248
1003,1295314640197636096,29757834
1004,1295314640197636096,45110126
1005,1295314640197636096,434242656
1006,182306803,3121397785
1007,182306803,978600467868524545
1008,182306803,1272727383687086080
1009,182306803,784107951384584193
1010,182306803,388302135
1011,182306803,1192028500812795904
1012,182306803,1206193398098595840
1013,182306803,843833752031842304
1014,182306803,1024031046
1015,182306803,2770302585
1016,182306803,1265231411918843906
1017,182306803,1057851693516382208
1018,182306803,331427405
1019,182306803,1066322350252204032
1020,182306803,734083358339268608
1021,182306803,196562201
1022,182306803,3303808239
1023,182306803,26850858
1024,182306803,23440901
1025,182306803,341542693
1026,182306803,2331188347
1027,182306803,1364034337
1028,182306803,2190546520
1029,182306803,1078079945266655232
1030,182306803,1079115100475346944
1031,182306803,70671167
1032,182306803,1281262760622505986
1033,182306803,1026574045813329921
1034,182306803,175819052
1035,182306803,3140542486
1036,182306803,341924717
1037,182306803,468615427
1038,182306803,30444324
1039,182306803,241993071
1040,182306803,559776930
1041,182306803,2432788072
1042,182306803,2262723403
1043,182306803,1075469746395668480
1044,182306803,890119581699895297
1045,182306803,1244735902989066248
1046,182306803,973464194
1047,182306803,434242656
1048,29757834,1054305535
1049,29757834,978600467868524545
1050,29757834,1272727383687086080
1051,29757834,1033873599885717509
1052,29757834,1221878357991854080
1053,29757834,388302135
1054,29757834,39563493
1055,29757834,1206193398098595840
1056,29757834,1167147633254850560
1057,29757834,112682687
1058,29757834,2770302585
1059,29757834,1145468172
1060,29757834,1254481621740400646
1061,29757834,1066322350252204032
1062,29757834,231462368
